date,open,high,low,close,volume,amount
2024-05-15 15:00:00,560.84,560.94,560.64,560.90,1257,81381
2024-05-15 22:00:00,563.62,564.04,559.50,560.74,11732,81849
2024-05-15 23:00:00,560.70,563.90,559.68,563.90,5467,82173
2024-05-16 00:00:00,563.90,566.76,563.90,565.20,5796,82197
2024-05-16 01:00:00,565.20,566.62,565.08,566.04,2192,82132
2024-05-16 02:00:00,566.04,567.18,566.02,566.92,1204,82125
2024-05-16 09:30:00,566.92,569.06,566.30,568.54,4942,82134
2024-05-16 10:45:00,568.12,568.36,565.94,566.44,5659,81343
2024-05-16 13:45:00,566.44,567.58,565.66,567.20,4878,81254
2024-05-16 14:45:00,567.08,567.22,566.26,566.38,4131,81053
2024-05-16 15:00:00,566.40,566.68,566.26,566.32,535,81009
2024-05-16 22:00:00,564.94,565.60,563.68,564.34,9352,81208
2024-05-16 23:00:00,564.26,564.98,563.34,563.88,3240,81208
2024-05-17 00:00:00,563.90,565.84,563.88,565.64,1678,81181
2024-05-17 01:00:00,565.64,566.08,565.14,565.72,1498,81209
2024-05-17 02:00:00,565.72,565.82,565.20,565.50,408,81194
2024-05-17 09:30:00,565.50,565.74,564.26,564.42,1798,81180
2024-05-17 10:45:00,564.42,566.06,564.20,565.34,1760,81228
2024-05-17 13:45:00,565.34,566.28,564.42,565.68,2835,81450
2024-05-17 14:45:00,565.68,566.76,565.64,566.50,1318,81510
2024-05-17 15:00:00,566.34,566.98,566.22,566.96,455,81486
2024-05-17 22:00:00,568.66,571.40,568.50,570.48,11771,81681
2024-05-17 23:00:00,570.58,573.18,570.02,572.78,5667,81818
2024-05-18 01:00:00,571.94,573.42,571.92,572.26,2077,81710
2024-05-18 02:00:00,572.22,573.68,571.46,573.54,1815,81750
2024-05-18 09:30:00,573.54,574.28,573.38,574.16,803,81632
2024-05-20 00:00:00,572.74,574.12,570.96,571.94,5829,81738
2024-05-20 09:30:00,575.86,581.50,575.86,578.96,8917,82207
2024-05-20 10:45:00,578.70,579.80,577.68,578.40,2209,82426
2024-05-20 13:45:00,578.40,583.22,577.80,583.16,5366,82941
2024-05-20 14:45:00,583.26,584.26,579.64,580.18,6316,84529
2024-05-20 15:00:00,580.18,581.10,580.00,581.10,1065,84541
2024-05-20 22:00:00,575.70,578.56,574.94,577.46,15645,84900
2024-05-20 23:00:00,577.46,579.06,576.38,578.76,4669,84785
2024-05-21 00:00:00,578.76,580.18,578.14,579.18,4298,84858
2024-05-21 01:00:00,579.14,579.84,578.66,579.52,1279,84829
2024-05-21 02:00:00,579.52,582.88,579.22,582.58,1527,84845
2024-05-21 09:30:00,582.58,583.32,579.70,580.60,4509,84853
2024-05-21 10:45:00,580.18,580.18,574.98,575.30,6249,84647
2024-05-21 13:45:00,575.28,575.70,573.28,575.04,6505,84359
2024-05-21 14:45:00,574.98,576.34,574.92,575.26,2101,84573
2024-05-21 15:00:00,575.26,575.30,574.04,574.20,962,84494
2024-05-21 22:00:00,577.70,578.94,576.56,577.74,8974,84788
2024-05-21 23:00:00,577.74,578.78,577.44,578.44,4246,84841
2024-05-22 00:00:00,578.44,579.78,575.62,576.60,6468,85058
2024-05-22 01:00:00,576.60,577.02,575.28,576.94,3310,85093
2024-05-22 02:00:00,576.96,577.24,575.60,575.92,821,85167
2024-05-22 09:30:00,575.92,577.26,575.38,576.60,2041,85108
2024-05-22 10:45:00,576.60,577.40,575.68,576.52,1452,85188
2024-05-22 13:45:00,576.52,576.52,574.26,574.62,3049,85364
2024-05-22 14:45:00,574.62,575.74,574.18,574.98,4233,86336
2024-05-22 15:00:00,574.94,575.46,574.84,575.46,426,86380
2024-05-22 22:00:00,574.80,574.92,572.40,573.66,7071,86471
2024-05-22 23:00:00,573.52,573.52,566.14,568.12,13462,86348
2024-05-23 00:00:00,568.12,569.94,567.76,568.54,4467,86571
2024-05-23 01:00:00,568.54,569.00,568.06,568.54,1583,86541
2024-05-23 02:00:00,568.54,568.84,567.36,567.68,1257,86509
2024-05-23 09:30:00,567.68,568.58,562.12,562.16,6828,86164
2024-05-23 10:45:00,562.16,564.54,560.30,563.10,6380,86240
2024-05-23 13:45:00,563.08,563.90,562.16,562.48,3243,86220
2024-05-23 14:45:00,562.48,562.78,559.26,561.80,4595,86161
2024-05-23 15:00:00,561.76,562.16,561.62,562.16,646,86133
2024-05-23 22:00:00,561.68,563.20,559.50,560.72,10321,86216
2024-05-23 23:00:00,560.72,561.80,556.78,557.68,10302,86453
2024-05-24 00:00:00,557.68,558.24,555.80,557.38,5554,86956
2024-05-24 01:00:00,557.38,558.32,555.92,556.38,1914,86958
2024-05-24 02:00:00,556.38,556.78,554.16,554.22,1549,87011
2024-05-24 09:30:00,554.22,555.58,552.94,555.42,3901,86900
2024-05-24 10:45:00,555.42,555.78,553.44,554.44,3191,86912
2024-05-24 13:45:00,554.40,556.44,553.96,556.22,2348,87074
2024-05-24 14:45:00,556.22,557.08,555.98,556.12,2278,87227
2024-05-24 15:00:00,556.12,557.08,556.06,557.00,779,87108
2024-05-24 22:00:00,557.02,558.94,556.76,557.02,5371,87168
2024-05-24 23:00:00,557.10,558.16,556.82,557.54,3716,86876
2024-05-25 01:00:00,556.30,556.90,555.94,556.62,943,86821
2024-05-25 02:00:00,556.62,556.76,556.02,556.20,657,86782
2024-05-25 09:30:00,556.30,557.30,556.22,557.00,372,86760
2024-05-27 00:00:00,557.54,557.98,556.00,556.30,1744,86837
2024-05-27 09:30:00,557.30,558.10,556.64,557.86,1694,86888
2024-05-27 10:45:00,557.86,558.54,557.60,558.40,2097,87003
2024-05-27 13:45:00,558.40,560.12,558.18,558.62,2823,87002
2024-05-27 14:45:00,558.40,559.08,558.36,558.80,694,87047
2024-05-27 15:00:00,558.82,558.94,558.12,558.12,392,86959
2024-05-27 22:00:00,559.68,562.56,559.22,561.82,7146,87458
2024-05-27 23:00:00,561.82,562.76,561.54,561.62,2647,87381
2024-05-28 00:00:00,561.62,562.54,561.14,561.38,2314,87366
2024-05-28 01:00:00,561.38,562.40,561.38,562.14,1312,87176
2024-05-28 02:00:00,562.14,562.34,561.58,562.28,487,87129
2024-05-28 09:30:00,562.28,562.28,560.50,561.06,4250,87014
2024-05-28 10:45:00,561.08,562.26,561.02,561.28,2956,87128
2024-05-28 13:45:00,561.28,561.86,560.86,561.20,2170,86937
2024-05-28 14:45:00,561.20,561.20,558.40,558.88,2917,87052
2024-05-28 15:00:00,558.88,558.88,558.30,558.30,436,87084
2024-05-28 22:00:00,560.86,564.40,560.76,561.44,9510,87391
2024-05-28 23:00:00,560.74,561.82,559.60,561.42,5010,87416
2024-05-29 00:00:00,561.42,562.88,560.74,562.44,2644,87612
2024-05-29 01:00:00,562.44,562.66,561.12,561.54,1429,87559
2024-05-29 02:00:00,561.54,562.46,561.00,561.84,923,87553
2024-05-29 09:30:00,561.84,562.62,561.16,562.06,2086,87701
2024-05-29 10:45:00,562.06,563.12,561.44,562.46,2042,87814
2024-05-29 13:45:00,562.42,563.48,561.38,562.74,4795,87646
2024-05-29 14:45:00,562.74,562.92,560.58,561.56,3189,87595
2024-05-29 15:00:00,561.60,562.08,561.50,561.94,1403,87306
2024-05-29 22:00:00,558.52,560.82,557.28,560.44,7559,87435
2024-05-29 23:00:00,560.44,560.58,559.56,560.10,3798,87410
2024-05-30 00:00:00,560.10,560.10,558.60,559.16,2161,87380
2024-05-30 01:00:00,559.14,559.44,558.12,559.42,1093,87305
2024-05-30 02:00:00,559.42,560.32,559.14,560.18,769,87197
2024-05-30 09:30:00,560.18,560.32,557.76,558.44,2732,87231
2024-05-30 10:45:00,558.44,558.44,555.76,555.96,3367,87539
2024-05-30 13:45:00,555.96,556.52,554.76,555.12,4517,87892
2024-05-30 14:45:00,555.12,555.70,553.88,555.68,3192,88938
2024-05-30 15:00:00,555.58,556.56,555.58,556.54,196,88790
2024-05-30 22:00:00,558.00,559.88,557.38,559.66,8227,89277
2024-05-30 23:00:00,559.78,560.24,558.20,558.48,5760,89267
2024-05-31 00:00:00,558.46,559.00,558.10,558.40,2295,89230
2024-05-31 01:00:00,558.40,559.24,557.58,559.14,1118,89252
2024-05-31 02:00:00,559.14,559.54,558.14,558.42,635,89232
2024-05-31 09:30:00,558.42,559.30,557.60,558.78,3896,88929
2024-05-31 10:45:00,558.78,559.18,558.16,558.26,4787,88607
2024-05-31 13:45:00,558.26,558.58,556.60,557.94,4526,88422
2024-05-31 14:45:00,557.94,558.92,557.80,558.78,1662,88412
2024-05-31 15:00:00,558.78,559.42,558.70,559.14,1074,88467
2024-05-31 22:00:00,561.34,562.86,559.56,560.30,11546,89267
2024-05-31 23:00:00,560.32,560.48,557.30,557.44,6797,89375
2024-06-01 01:00:00,555.72,557.08,555.72,556.26,2065,89213
2024-06-01 02:00:00,556.26,556.48,554.24,554.96,2241,89100
2024-06-01 09:30:00,554.96,555.04,554.10,554.54,452,89073
2024-06-03 00:00:00,557.38,557.52,555.12,555.72,6207,89217
2024-06-03 09:30:00,554.62,556.40,554.62,555.36,2215,88760
2024-06-03 10:45:00,555.18,555.94,554.80,555.00,3151,88616
2024-06-03 13:45:00,555.00,555.00,551.66,551.66,4427,88816
2024-06-03 14:45:00,551.66,553.28,550.72,551.96,2742,88951
2024-06-03 15:00:00,552.56,553.46,552.48,553.34,608,88939
2024-06-03 22:00:00,555.58,556.14,554.36,555.20,7575,89065
2024-06-03 23:00:00,555.64,557.50,555.58,556.64,7460,89371
2024-06-04 00:00:00,556.64,557.14,555.60,556.88,3350,89132
2024-06-04 01:00:00,556.88,558.54,556.70,558.30,1657,89127
2024-06-04 02:00:00,558.30,559.44,557.54,557.78,1897,89090
2024-06-04 09:30:00,557.78,559.02,557.50,557.96,3107,89061
2024-06-04 10:45:00,557.96,558.82,557.22,558.08,4094,89022
2024-06-04 13:45:00,558.06,558.64,557.74,558.50,2124,89114
2024-06-04 14:45:00,558.48,559.36,558.16,558.62,4069,89130
2024-06-04 15:00:00,558.62,558.82,557.96,558.14,1483,88802
2024-06-04 22:00:00,555.58,556.24,552.62,552.82,11170,89938
2024-06-04 23:00:00,553.14,554.32,551.42,551.78,9516,90006
2024-06-05 00:00:00,551.78,553.78,551.78,553.42,3397,89970
2024-06-05 01:00:00,553.46,554.08,552.20,552.72,1768,89938
2024-06-05 02:00:00,552.72,553.94,552.60,553.92,995,90039
2024-06-05 09:30:00,553.92,554.26,553.14,553.58,2225,90159
2024-06-05 10:45:00,553.58,555.36,553.56,554.74,4476,90919
2024-06-05 13:45:00,554.74,557.40,554.62,556.66,4522,91259
2024-06-05 14:45:00,556.66,556.86,554.10,555.24,6201,91286
2024-06-05 15:00:00,555.24,555.54,554.86,555.50,1020,91357
2024-06-05 22:00:00,557.70,558.38,556.60,557.90,7805,91806
2024-06-05 23:00:00,557.58,559.24,556.04,559.10,8221,92082
2024-06-06 00:00:00,559.10,561.36,559.10,560.56,5966,92598
2024-06-06 01:00:00,560.42,560.98,559.92,560.16,1849,92412
2024-06-06 02:00:00,560.16,560.82,560.08,560.70,808,92259
2024-06-06 09:30:00,560.70,564.70,560.32,564.28,8886,93160
2024-06-06 10:45:00,564.28,565.64,563.02,564.76,7186,93828
2024-06-06 13:45:00,564.76,566.12,563.96,564.34,5561,94711
2024-06-06 14:45:00,564.34,564.42,562.50,563.56,4705,94905
2024-06-06 15:00:00,563.54,564.08,563.54,563.92,976,94976
2024-06-06 22:00:00,562.00,563.72,560.42,562.52,10475,95094
2024-06-06 23:00:00,562.52,563.78,562.06,563.42,3964,95060
2024-06-07 00:00:00,563.42,566.78,563.42,565.74,6314,95764
2024-06-07 01:00:00,565.74,566.28,565.06,565.48,3827,95654
2024-06-07 02:00:00,565.48,566.04,565.18,565.76,625,95663
2024-06-07 09:30:00,565.76,567.48,564.50,564.92,7675,95384
2024-06-07 10:45:00,564.90,565.12,563.84,564.92,7026,95489
2024-06-07 13:45:00,564.92,566.30,564.64,564.90,4953,95485
2024-06-07 14:45:00,564.92,564.92,562.50,563.42,11279,95282
2024-06-07 15:00:00,563.42,564.28,563.22,564.06,1517,95428
2024-06-11 09:30:00,550.02,550.02,546.76,549.00,14456,93858
2024-06-11 10:45:00,549.00,549.16,545.88,547.02,10643,94081
2024-06-11 13:45:00,547.02,547.38,545.86,546.44,5736,94620
2024-06-11 14:45:00,546.44,547.90,546.18,546.94,4933,95024
2024-06-11 15:00:00,546.94,547.02,546.42,546.68,599,94947
2024-06-11 22:00:00,550.12,550.74,548.52,549.72,9870,95050
2024-06-11 23:00:00,549.62,550.18,549.10,549.50,3761,94970
2024-06-12 00:00:00,549.50,549.76,548.18,548.20,2820,95190
2024-06-12 01:00:00,548.20,548.72,547.54,548.26,1682,95171
2024-06-12 02:00:00,548.26,549.30,548.24,549.18,868,95096
2024-06-12 09:30:00,549.18,549.68,548.80,549.06,2340,95718
2024-06-12 10:45:00,549.06,549.94,548.80,549.24,2930,95799
2024-06-12 13:45:00,549.24,549.88,549.16,549.68,1784,95715
2024-06-12 14:45:00,549.70,550.58,549.46,550.16,3236,96111
2024-06-12 15:00:00,550.16,550.44,549.86,550.04,1024,96212
2024-06-12 22:00:00,554.32,555.60,551.40,552.38,12503,96442
2024-06-12 23:00:00,552.38,552.40,550.82,551.68,5853,96850
2024-06-13 00:00:00,551.68,553.62,551.48,553.24,4226,97081
2024-06-13 01:00:00,553.24,554.22,552.96,554.14,1573,97029
2024-06-13 02:00:00,554.10,554.44,552.68,553.12,1423,97054
2024-06-13 09:30:00,553.10,553.10,548.66,548.68,6616,97210
2024-06-13 10:45:00,548.58,549.82,547.86,549.30,2020,97036
2024-06-13 13:45:00,549.30,549.98,548.64,549.08,3122,96824
2024-06-13 14:45:00,549.08,549.84,548.94,549.70,2482,96934
2024-06-13 15:00:00,549.84,550.46,549.70,550.30,843,96869
2024-06-13 22:00:00,551.68,551.68,548.52,548.92,7746,96971
2024-06-13 23:00:00,548.82,549.44,547.74,549.32,5690,96925
2024-06-14 00:00:00,549.32,550.00,546.22,546.56,5193,96987
2024-06-14 01:00:00,546.50,546.80,545.40,546.56,2352,96977
2024-06-14 02:00:00,546.56,547.80,546.52,547.20,1044,96898
2024-06-14 09:30:00,547.20,548.70,546.84,547.70,4023,98187
2024-06-14 10:45:00,547.70,548.34,547.48,548.28,2622,98070
2024-06-14 13:45:00,548.28,549.74,548.04,549.56,3525,98032
2024-06-14 14:45:00,549.56,550.34,549.12,550.14,5091,97601
2024-06-14 15:00:00,550.14,550.24,549.78,550.24,1405,97643
2024-06-14 22:00:00,554.08,554.40,552.28,553.86,10178,98752
2024-06-14 23:00:00,553.78,555.22,553.40,554.20,7703,98487
2024-06-15 01:00:00,553.62,554.58,553.36,553.94,2650,99072
2024-06-15 02:00:00,553.90,555.10,553.84,554.90,1214,99046
2024-06-15 09:30:00,554.90,555.18,554.62,555.18,520,98966
2024-06-17 00:00:00,554.16,554.48,552.92,553.62,4260,98987
2024-06-17 09:30:00,553.46,554.08,552.32,553.34,5863,99845
2024-06-17 10:45:00,553.50,554.14,552.30,552.46,3373,99607
2024-06-17 13:45:00,552.46,552.64,551.26,551.88,3255,99280
2024-06-17 14:45:00,551.88,551.98,550.88,551.20,2884,99344
2024-06-17 15:00:00,551.20,551.56,551.12,551.30,995,99143
2024-06-17 22:00:00,551.66,553.26,551.46,552.26,21237,99242
2024-06-17 23:00:00,552.26,553.46,551.76,553.04,11580,99399
2024-06-18 00:00:00,553.10,553.20,550.14,550.76,18486,99433
2024-06-18 01:00:00,550.76,551.44,550.68,551.30,6927,99254
2024-06-18 02:00:00,551.30,551.56,550.56,551.20,1590,99207
2024-06-18 09:30:00,551.20,553.20,551.08,552.12,12731,100373
2024-06-18 10:45:00,552.12,553.28,551.74,552.92,9213,100269
2024-06-18 13:45:00,552.92,553.14,552.06,552.44,6033,100048
2024-06-18 14:45:00,552.44,552.72,551.94,552.08,2387,100065
2024-06-18 15:00:00,552.08,552.22,551.80,552.08,801,100160
2024-06-18 22:00:00,550.96,553.74,550.62,553.56,20784,100865
2024-06-18 23:00:00,553.66,553.66,552.60,552.96,8976,100759
2024-06-19 00:00:00,552.98,553.98,551.90,553.52,7504,100964
2024-06-19 01:00:00,553.52,554.24,553.40,554.16,1962,101013
2024-06-19 02:00:00,554.20,554.74,553.88,554.20,1952,101119
2024-06-19 09:30:00,554.20,554.38,553.42,554.02,5209,101089
2024-06-19 10:45:00,554.02,554.36,553.72,554.12,5978,101008
2024-06-19 13:45:00,554.12,554.54,553.38,553.70,3344,101006
2024-06-19 14:45:00,553.66,554.48,553.64,554.18,5689,101776
2024-06-19 15:00:00,554.24,554.40,554.06,554.28,740,101841
2024-06-19 22:00:00,554.00,555.08,553.66,554.16,4354,102270
2024-06-19 23:00:00,554.16,554.24,553.28,553.76,3405,102215
2024-06-20 00:00:00,553.76,554.72,553.60,554.64,1602,102197
2024-06-20 01:00:00,554.64,555.08,554.50,554.64,1113,102165
2024-06-20 02:00:00,554.64,555.06,554.64,554.80,490,102121
2024-06-20 09:30:00,554.80,556.30,554.38,555.88,5240,102293
2024-06-20 10:45:00,555.88,557.12,555.80,556.12,7149,102433
2024-06-20 13:45:00,556.12,558.96,555.74,558.22,6664,103053
2024-06-20 14:45:00,558.22,558.82,557.58,558.60,7014,103240
2024-06-20 15:00:00,558.60,559.36,558.60,559.06,2023,103260
2024-06-20 22:00:00,558.02,560.10,557.70,560.10,9615,103991
2024-06-20 23:00:00,560.12,563.64,559.96,563.34,10996,104980
2024-06-21 00:00:00,563.34,563.58,560.84,561.44,6099,104766
2024-06-21 01:00:00,561.44,562.34,561.34,562.22,1240,104745
2024-06-21 02:00:00,562.22,562.48,562.00,562.42,534,104710
2024-06-21 09:30:00,562.42,563.80,562.22,562.54,5421,106288
2024-06-21 10:45:00,562.54,562.54,561.62,561.76,4754,106673
2024-06-21 13:45:00,561.74,563.10,561.66,563.00,3503,106735
2024-06-21 14:45:00,563.00,563.64,561.62,561.62,7512,108009
2024-06-21 15:00:00,561.62,561.88,561.48,561.48,716,108193
2024-06-21 22:00:00,562.20,563.54,556.30,557.70,15005,108170
2024-06-21 23:00:00,557.62,557.66,555.58,555.90,8697,108288
2024-06-22 01:00:00,554.94,555.32,554.22,554.32,1453,108058
2024-06-22 02:00:00,554.32,554.40,552.60,553.04,2543,107981
2024-06-22 09:30:00,553.02,553.74,552.64,553.68,726,107898
2024-06-24 00:00:00,555.90,556.70,554.20,554.94,5220,108165
2024-06-24 09:30:00,553.50,554.40,552.82,554.24,3787,107290
2024-06-24 10:45:00,554.24,554.54,552.52,554.02,7165,108037
2024-06-24 13:45:00,554.02,554.68,553.40,553.40,4030,108193
2024-06-24 14:45:00,553.40,553.84,552.96,553.32,3176,108627
2024-06-24 15:00:00,553.32,553.34,552.98,553.20,825,108594
2024-06-24 22:00:00,553.92,555.26,553.70,554.20,7144,108833
2024-06-24 23:00:00,554.16,555.64,554.02,555.06,5284,108990
2024-06-25 00:00:00,555.04,555.58,554.52,554.58,2290,109006
2024-06-25 01:00:00,554.52,555.66,554.40,555.54,1139,109014
2024-06-25 02:00:00,555.54,556.08,555.32,555.72,956,109025
2024-06-25 09:30:00,555.72,556.24,554.28,554.48,4538,107669
2024-06-25 10:45:00,554.44,554.62,553.52,554.06,8668,107635
2024-06-25 13:45:00,554.06,554.74,553.42,553.68,5512,107738
2024-06-25 14:45:00,553.68,554.18,553.40,553.92,4969,108614
2024-06-25 15:00:00,553.92,554.40,553.92,554.20,1226,108483
2024-06-25 22:00:00,553.80,554.82,552.84,554.08,7920,108412
2024-06-25 23:00:00,554.08,554.50,552.96,554.08,7691,108074
2024-06-26 00:00:00,554.14,554.24,551.48,553.34,7984,107956
2024-06-26 01:00:00,553.34,553.42,551.32,551.80,1907,108038
2024-06-26 02:00:00,551.80,552.10,551.46,552.00,819,107951
2024-06-26 09:30:00,551.98,552.62,551.20,552.22,5505,106333
2024-06-26 10:45:00,552.24,552.42,548.92,551.54,15862,106647
2024-06-26 13:45:00,551.54,551.92,549.92,549.96,6591,107231
2024-06-26 14:45:00,549.94,550.66,548.48,550.08,13690,107564
2024-06-26 15:00:00,550.08,550.60,550.06,550.42,1123,107452
2024-06-26 22:00:00,549.98,550.10,546.26,547.34,14682,107516
2024-06-26 23:00:00,547.22,548.24,545.90,546.26,12931,107422
2024-06-27 00:00:00,546.26,547.54,545.80,546.30,8336,108586
2024-06-27 01:00:00,546.30,546.72,546.20,546.40,960,108539
2024-06-27 02:00:00,546.42,547.20,546.30,547.06,651,108510
2024-06-27 09:30:00,547.06,547.08,546.08,546.58,6796,107686
2024-06-27 10:45:00,546.56,546.74,546.06,546.58,5609,108222
2024-06-27 13:45:00,546.58,547.28,546.56,546.94,4502,107993
2024-06-27 14:45:00,546.94,547.80,546.22,547.14,5480,108392
2024-06-27 15:00:00,547.14,547.60,546.96,547.50,1158,108216
2024-06-27 22:00:00,552.26,552.32,550.86,551.76,21394,107843
2024-06-27 23:00:00,551.80,553.26,551.76,552.86,14404,107904
2024-06-28 00:00:00,552.88,553.34,552.34,552.88,6048,107936
2024-06-28 01:00:00,552.82,553.00,552.28,552.52,2746,108020
2024-06-28 02:00:00,552.60,553.10,552.38,552.76,1794,108117
2024-06-28 09:30:00,552.76,552.76,551.40,551.76,10060,107336
2024-06-28 10:45:00,551.76,552.22,551.30,552.08,4980,107359
2024-06-28 13:45:00,552.08,553.04,551.84,552.90,4475,107579
2024-06-28 14:45:00,552.90,553.72,552.80,553.24,5356,107890
2024-06-28 15:00:00,553.24,553.58,553.16,553.42,1295,107619
2024-06-28 22:00:00,555.24,556.06,553.22,554.12,21936,107236
2024-06-28 23:00:00,554.38,554.94,552.68,553.40,14138,107107
2024-06-29 01:00:00,553.90,554.68,553.64,554.12,2018,107553
2024-06-29 02:00:00,554.12,554.66,553.40,553.62,2298,107521
2024-06-29 09:30:00,553.62,553.72,553.04,553.04,1016,107446
2024-07-01 00:00:00,553.40,554.68,552.96,554.58,8573,107566
2024-07-01 09:30:00,553.04,553.80,552.72,553.78,4986,107484
2024-07-01 10:45:00,553.78,553.98,552.98,553.36,6708,107337
2024-07-01 13:45:00,553.36,553.82,551.46,551.74,12636,107664
2024-07-01 14:45:00,551.74,553.76,551.66,553.26,11530,108141
2024-07-01 15:00:00,553.26,553.58,553.02,553.48,1169,108151
2024-07-01 22:00:00,554.12,555.18,553.34,553.86,9465,108782
2024-07-01 23:00:00,553.98,555.12,552.30,553.26,8750,108920
2024-07-02 00:00:00,553.26,554.42,553.08,554.16,3876,108883
2024-07-02 01:00:00,554.16,554.84,553.92,554.18,1358,108850
2024-07-02 02:00:00,554.18,554.62,553.96,554.50,462,108845
2024-07-02 09:30:00,554.44,555.18,553.86,554.78,3786,109382
2024-07-02 10:45:00,554.78,555.16,554.50,554.78,4233,109593
2024-07-02 13:45:00,554.78,554.84,553.82,554.52,3378,109686
2024-07-02 14:45:00,554.52,554.84,553.90,554.26,3915,109840
2024-07-02 15:00:00,554.30,554.58,554.30,554.52,893,109917
2024-07-02 22:00:00,553.90,555.96,553.66,555.22,9809,110309
2024-07-02 23:00:00,555.38,555.44,553.22,553.80,9692,110156
2024-07-03 00:00:00,553.80,554.64,553.50,553.58,3146,109950
2024-07-03 01:00:00,553.54,553.64,553.02,553.34,2112,110036
2024-07-03 02:00:00,553.34,553.86,553.24,553.80,863,110044
2024-07-03 09:30:00,553.80,555.04,553.70,554.56,3965,110311
2024-07-03 10:45:00,554.54,554.86,554.18,554.56,3679,110575
2024-07-03 13:45:00,554.56,555.70,553.96,555.48,5133,111217
2024-07-03 14:45:00,555.52,557.12,555.22,557.00,9671,111284
2024-07-03 15:00:00,557.04,558.28,557.00,557.76,5432,111419
2024-07-03 22:00:00,559.96,561.10,558.90,560.34,26926,112321
2024-07-03 23:00:00,560.88,562.20,560.88,561.64,20116,113447
2024-07-04 00:00:00,561.66,562.08,561.24,561.90,5812,113517
2024-07-04 01:00:00,561.88,561.88,560.54,560.78,4354,113421
2024-07-04 02:00:00,560.68,561.56,560.04,560.94,4166,113206
2024-07-04 09:30:00,560.92,562.40,560.70,562.16,9424,114345
2024-07-04 10:45:00,562.14,562.30,560.80,560.90,7174,114898
2024-07-04 13:45:00,560.90,561.52,560.54,560.78,6075,115036
2024-07-04 14:45:00,560.78,561.14,559.14,560.18,6800,114767
2024-07-04 15:00:00,560.16,560.54,560.10,560.48,1109,114754
2024-07-04 22:00:00,560.72,561.40,560.44,561.16,18063,115476
2024-07-04 23:00:00,561.18,561.74,560.58,560.82,18105,116446
2024-07-05 00:00:00,560.80,561.00,559.90,560.40,13872,116720
2024-07-05 01:00:00,560.38,560.58,560.10,560.38,3894,116724
2024-07-05 02:00:00,560.44,560.44,559.92,559.92,1083,116704
2024-07-05 09:30:00,559.92,560.96,559.86,560.34,10569,117046
2024-07-05 10:45:00,560.34,561.88,560.20,561.68,18931,118174
2024-07-05 13:45:00,561.64,562.08,561.14,561.92,13916,119378
2024-07-05 14:45:00,561.92,562.30,561.58,561.78,13172,120201
2024-07-05 15:00:00,561.78,562.04,561.60,561.90,1761,120496
2024-07-05 22:00:00,563.44,566.32,563.44,565.98,24248,124254
2024-07-05 23:00:00,565.94,566.12,564.14,565.08,8369,124601
2024-07-06 01:00:00,566.08,566.72,565.90,566.50,2591,124936
2024-07-06 02:00:00,566.50,567.12,565.74,566.24,2853,124958
2024-07-06 09:30:00,566.24,567.78,565.74,567.42,1813,124893
2024-07-08 00:00:00,565.08,566.64,564.70,566.08,5574,124860
2024-07-08 09:30:00,566.90,567.28,565.82,567.04,7636,125157
2024-07-08 10:45:00,567.02,567.06,565.20,565.24,9146,125892
2024-07-08 13:45:00,565.24,565.62,564.60,564.90,7943,126172
2024-07-08 14:45:00,564.90,565.04,563.50,563.58,8034,126972
2024-07-08 15:00:00,563.56,563.80,562.72,562.94,3712,127586
2024-07-08 22:00:00,562.00,563.58,561.72,563.08,14997,129380
2024-07-08 23:00:00,563.04,563.94,562.52,562.60,8333,129546
2024-07-09 00:00:00,562.56,562.98,557.54,558.72,13630,129109
2024-07-09 01:00:00,558.66,559.32,557.68,559.32,4990,128998
2024-07-09 02:00:00,559.32,559.70,558.96,559.28,1755,128917
2024-07-09 09:30:00,559.26,561.20,558.86,560.98,7290,128722
2024-07-09 10:45:00,560.96,561.56,560.46,561.24,8561,129168
2024-07-09 13:45:00,561.24,561.54,560.76,561.22,6295,129429
2024-07-09 14:45:00,561.20,561.38,560.66,560.76,6521,130149
2024-07-09 15:00:00,560.76,560.88,560.58,560.88,1316,130074
2024-07-09 22:00:00,560.10,562.08,559.92,561.98,15195,131200
2024-07-09 23:00:00,561.88,562.68,559.02,559.18,19655,131047
2024-07-10 00:00:00,559.18,560.66,558.18,560.64,10986,130753
2024-07-10 01:00:00,560.66,560.88,559.86,560.14,6075,130948
2024-07-10 02:00:00,560.14,560.92,560.04,560.72,2901,130891
2024-07-10 09:30:00,560.70,562.30,560.54,562.08,8698,131570
2024-07-10 10:45:00,562.08,563.00,561.78,562.46,12610,132521
2024-07-10 13:45:00,562.44,562.78,561.78,562.48,9570,133773
2024-07-10 14:45:00,562.48,562.84,561.92,562.76,9707,135263
2024-07-10 15:00:00,562.76,563.54,562.76,563.40,4074,135962
2024-07-10 22:00:00,564.80,566.44,564.16,565.70,24368,140096
2024-07-10 23:00:00,565.74,566.06,563.22,563.96,20642,140433
2024-07-11 00:00:00,563.92,565.44,563.76,564.90,10645,141598
2024-07-11 01:00:00,564.94,565.38,564.32,564.66,4190,141404
2024-07-11 02:00:00,564.64,564.74,563.06,563.84,5459,141238
2024-07-11 09:30:00,563.80,564.16,563.16,563.82,9962,142029
2024-07-11 10:45:00,563.82,564.56,563.82,564.54,12555,144571
